year,species,origin,cult_star,no_parents,endpoint,factor,tank,tank_rep,assess_date,larval_age,rep,vol_sampl,vol_conc,vol_subsampl,L_counted,L_total_sampl,density,L_tank_total,comments,use_in_model,reason_for_exclusion
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,15/12/2022,1,3,500,30,3,38,380,0.76,64600,"Larvae potentially more variable in size than AutoSpawner cultures. Weird, broken and dying embryos present.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,15/12/2022,1,4,500,30,3,19,190,0.38,32300,"Larvae potentially more variable in size than AutoSpawner cultures. Weird, broken and dying embryos present.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,15/12/2022,1,5,500,30,3,29,290,0.58,49300,"Larvae potentially more variable in size than AutoSpawner cultures. Weird, broken and dying embryos present.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,15/12/2022,1,6,500,30,3,40,400,0.8,68000,"Larvae potentially more variable in size than AutoSpawner cultures. Weird, broken and dying embryos present.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,16/12/2022,2,1,500,30,3,17,170,0.34,28900,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,16/12/2022,2,2,500,30,3,28,280,0.56,47600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,16/12/2022,2,3,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,16/12/2022,2,4,500,30,3,28,280,0.56,47600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,16/12/2022,2,5,500,30,3,32,320,0.64,54400,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,16/12/2022,2,6,500,30,3,NA,NA,NA,NA,,No,Data not available.
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,17/12/2022,3,1,500,30,3,11,110,0.22,18700,Broken and dying larvae visible.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,17/12/2022,3,2,500,30,3,16,160,0.32,27200,Broken and dying larvae visible.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,17/12/2022,3,3,500,30,3,12,120,0.24,20400,Broken and dying larvae visible.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,17/12/2022,3,4,500,30,3,7,70,0.14,11900,Broken and dying larvae visible.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,17/12/2022,3,5,500,30,3,15,150,0.3,25500,Broken and dying larvae visible.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,17/12/2022,3,6,500,30,3,14,140,0.28,23800,Broken and dying larvae visible.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,18/12/2022,4,1,500,30,3,16,160,0.32,27200,Weird and broken larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,18/12/2022,4,2,500,30,3,6,60,0.12,10200,Weird and broken larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,18/12/2022,4,3,500,30,3,7,70,0.14,11900,Weird and broken larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,18/12/2022,4,4,500,30,3,6,60,0.12,10200,Weird and broken larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,18/12/2022,4,5,500,30,3,10,100,0.2,17000,Weird and broken larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,18/12/2022,4,6,500,30,3,11,110,0.22,18700,Weird and broken larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,19/12/2022,5,1,500,30,5,2,12,0.02,2040,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,19/12/2022,5,2,500,30,5,5,30,0.06,5100,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,19/12/2022,5,3,500,30,5,7,42,0.08,7140,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,19/12/2022,5,4,500,30,5,10,60,0.12,10200,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,19/12/2022,5,5,500,30,5,8,48,0.1,8160,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_06,1,19/12/2022,5,6,500,30,5,4,24,0.05,4080,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,15/12/2022,1,1,500,30,3,19,190,0.38,32300,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,15/12/2022,1,2,500,30,3,26,260,0.52,44200,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,15/12/2022,1,3,500,30,3,30,300,0.6,51000,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,15/12/2022,1,4,500,30,3,21,210,0.42,35700,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,15/12/2022,1,5,500,30,3,44,440,0.88,74800,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,15/12/2022,1,6,500,30,3,29,290,0.58,49300,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,16/12/2022,2,1,500,30,3,23,230,0.46,39100,Some weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,16/12/2022,2,2,500,30,3,13,130,0.26,22100,Some weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,16/12/2022,2,3,500,30,3,12,120,0.24,20400,Some weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,16/12/2022,2,4,500,30,3,18,180,0.36,30600,Some weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,16/12/2022,2,5,500,30,3,26,260,0.52,44200,Some weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,16/12/2022,2,6,500,30,3,22,220,0.44,37400,Some weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,17/12/2022,3,1,500,30,3,23,230,0.46,39100,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,17/12/2022,3,2,500,30,3,22,220,0.44,37400,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,17/12/2022,3,3,500,30,3,17,170,0.34,28900,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,17/12/2022,3,4,500,30,3,16,160,0.32,27200,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,17/12/2022,3,5,500,30,3,22,220,0.44,37400,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,17/12/2022,3,6,500,30,3,14,140,0.28,23800,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,18/12/2022,4,1,500,30,3,13,130,0.26,22100,Broken and weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,18/12/2022,4,2,500,30,3,15,150,0.3,25500,Broken and weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,18/12/2022,4,3,500,30,3,14,140,0.28,23800,Broken and weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,18/12/2022,4,4,500,30,3,11,110,0.22,18700,Broken and weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,18/12/2022,4,5,500,30,3,13,130,0.26,22100,Broken and weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,18/12/2022,4,6,500,30,3,19,190,0.38,32300,Broken and weird larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,19/12/2022,5,1,500,30,5,18,108,0.22,18360,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,19/12/2022,5,2,500,30,5,12,72,0.14,12240,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,19/12/2022,5,3,500,30,5,14,84,0.17,14280,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,19/12/2022,5,4,500,30,5,12,72,0.14,12240,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,19/12/2022,5,5,500,30,5,9,54,0.11,9180,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,M,MN_09,2,19/12/2022,5,6,500,30,5,10,60,0.12,10200,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,15/12/2022,1,1,500,35,3,31,362,0.72,61483,"Broken, weird and dying embryos.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,15/12/2022,1,2,500,35,3,21,245,0.49,41650,"Broken, weird and dying embryos.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,15/12/2022,1,3,500,35,3,26,303,0.61,51567,"Broken, weird and dying embryos.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,15/12/2022,1,4,500,35,3,17,198,0.4,33717,"Broken, weird and dying embryos.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,15/12/2022,1,5,500,35,3,17,198,0.4,33717,"Broken, weird and dying embryos.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,15/12/2022,1,6,500,35,3,20,233,0.47,39667,"Broken, weird and dying embryos.",Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,16/12/2022,2,1,500,35,3,14,163,0.33,27767,Some weird and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,16/12/2022,2,2,500,35,3,20,233,0.47,39667,Some weird and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,16/12/2022,2,3,500,35,3,25,292,0.58,49583,Some weird and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,16/12/2022,2,4,500,35,3,27,315,0.63,53550,Some weird and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,16/12/2022,2,5,500,35,3,17,198,0.4,33717,Some weird and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,16/12/2022,2,6,500,35,3,21,245,0.49,41650,Some weird and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,17/12/2022,3,1,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,17/12/2022,3,2,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,17/12/2022,3,3,500,30,3,22,220,0.44,37400,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,17/12/2022,3,4,500,30,3,15,150,0.3,25500,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,17/12/2022,3,5,500,30,3,16,160,0.32,27200,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,17/12/2022,3,6,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,18/12/2022,4,1,500,30,3,22,220,0.44,37400,Best looking larvae across the four Alor culture tanks on this date.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,18/12/2022,4,2,500,30,3,6,60,0.12,10200,Best looking larvae across the four Alor culture tanks on this date.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,18/12/2022,4,3,500,30,3,8,80,0.16,13600,Best looking larvae across the four Alor culture tanks on this date.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,18/12/2022,4,4,500,30,3,8,80,0.16,13600,Best looking larvae across the four Alor culture tanks on this date.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,18/12/2022,4,5,500,30,3,13,130,0.26,22100,Best looking larvae across the four Alor culture tanks on this date.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,18/12/2022,4,6,500,30,3,16,160,0.32,27200,Best looking larvae across the four Alor culture tanks on this date.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,19/12/2022,5,1,500,30,5,10,60,0.12,10200,Mostly ok looking larvae. All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,19/12/2022,5,2,500,30,5,17,102,0.2,17340,Mostly ok looking larvae. All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,19/12/2022,5,3,500,30,5,10,60,0.12,10200,Mostly ok looking larvae. All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,19/12/2022,5,4,500,30,5,10,60,0.12,10200,Mostly ok looking larvae. All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,19/12/2022,5,5,500,30,5,17,102,0.2,17340,Mostly ok looking larvae. All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_12,1,19/12/2022,5,6,500,30,5,6,36,0.07,6120,Mostly ok looking larvae. All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,15/12/2022,1,1,500,35,3,30,350,0.7,59500,Broken and dying embryos.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,15/12/2022,1,2,500,35,3,32,373,0.75,63467,Broken and dying embryos.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,15/12/2022,1,3,500,35,3,29,338,0.68,57517,Broken and dying embryos.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,15/12/2022,1,4,500,35,3,34,397,0.79,67433,Broken and dying embryos.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,15/12/2022,1,5,500,35,3,23,268,0.54,45617,Broken and dying embryos.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,15/12/2022,1,6,500,35,3,25,292,0.58,49583,Broken and dying embryos.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,16/12/2022,2,1,500,35,3,23,268,0.54,45617,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,16/12/2022,2,2,500,35,3,19,222,0.44,37683,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,16/12/2022,2,3,500,35,3,20,233,0.47,39667,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,16/12/2022,2,4,500,35,3,20,233,0.47,39667,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,16/12/2022,2,5,500,35,3,24,280,0.56,47600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,16/12/2022,2,6,500,35,3,30,350,0.7,59500,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,17/12/2022,3,1,500,30,3,12,120,0.24,20400,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,17/12/2022,3,2,500,30,3,21,210,0.42,35700,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,17/12/2022,3,3,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,17/12/2022,3,4,500,30,3,18,180,0.36,30600,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,17/12/2022,3,5,500,30,3,16,160,0.32,27200,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,17/12/2022,3,6,500,30,3,21,210,0.42,35700,,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,18/12/2022,4,1,500,30,3,14,140,0.28,23800,Broken and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,18/12/2022,4,2,500,30,3,17,170,0.34,28900,Broken and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,18/12/2022,4,3,500,30,3,14,140,0.28,23800,Broken and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,18/12/2022,4,4,500,30,3,13,130,0.26,22100,Broken and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,18/12/2022,4,5,500,30,3,17,170,0.34,28900,Broken and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,18/12/2022,4,6,500,30,3,19,190,0.38,32300,Broken and dying larvae.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,19/12/2022,5,1,500,30,5,11,66,0.13,11220,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,19/12/2022,5,2,500,30,5,6,36,0.07,6120,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,19/12/2022,5,3,500,30,5,3,18,0.04,3060,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,19/12/2022,5,4,500,30,5,5,30,0.06,5100,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,19/12/2022,5,5,500,30,5,8,48,0.1,8160,All larvae in sample counted across the 6 reps.,Yes,NA
Dec-22,Aloripes,Davies Reef,14/12/2022,10,Larval survival,AS,MN_11,2,19/12/2022,5,6,500,30,5,7,42,0.08,7140,All larvae in sample counted across the 6 reps.,Yes,NA
